0.0 3.0 0.348489 2.04134
0.0 3.0 0.344636 2.04196
0.0 3.0 0.331678 2.03814
0.0 3.0 0.347114 2.03695
0.0 3.0 0.359686 2.04197
0.0 3.0 0.354485 2.04192
0.0 3.0 0.343162 2.04032
0.0 3.0 0.343485 2.03932
0.0 3.0 0.345183 2.0418
0.0 3.0 0.354438 2.04174
0.0 3.0 0.352936 2.04195
0.0 3.0 0.354047 2.04196
0.0 3.0 0.34116 2.03899
0.0 3.0 0.359284 2.04178
0.0 3.0 0.345084 2.04175
0.0 3.0 0.343301 2.03814
0.0 3.0 0.348069 2.03949
0.0 3.0 0.365437 2.04195
0.0 3.0 0.348309 2.0418
0.0 3.0 0.350274 2.02603
0.0 3.0 0.357244 2.01572
0.0 3.0 0.337556 2.04116
0.0 3.0 0.328959 2.02044
0.0 3.0 0.350191 2.04197
0.0 3.0 0.347402 2.0351
0.0 3.0 0.332434 2.02044
0.0 3.0 0.351248 2.0335
0.0 3.0 0.365119 2.04184
0.0 3.0 0.352244 2.02603
0.0 3.0 0.360915 2.04097
0.0 3.0 0.35723 2.04194
0.0 3.0 0.349967 2.04052
0.0 3.0 0.354429 2.0418
0.0 3.0 0.343094 2.04188
0.0 3.0 0.365517 2.04152
0.0 3.0 0.369987 2.04198
0.0 3.0 0.350478 2.02603
0.0 3.0 0.369032 2.04168
0.0 3.0 0.354432 2.0418
0.0 3.0 0.358349 2.04169
0.0 3.0 0.326308 2.02068
0.0 3.0 0.355612 2.02044
0.0 3.0 0.360082 2.04196
0.0 3.0 0.358111 2.03728
0.0 3.0 0.368035 2.04197
0.0 3.0 0.371059 2.04143
0.0 3.0 0.357114 2.04168
0.0 3.0 0.360671 2.04197
0.0 3.0 0.340754 2.03774
0.0 3.0 0.352676 2.02044
0.0 4.0 0.359259 2.01724
0.0 4.0 0.714069 2.04171
0.0 4.0 0.69425 2.02676
0.0 4.0 0.913369 2.0164
0.0 4.0 0.362879 2.0164
0.0 4.0 0.925003 2.04032
0.0 4.0 0.675616 2.04088
0.0 4.0 0.374405 2.04172
0.0 4.0 0.806009 2.04007
0.0 4.0 0.70105 2.04159
0.0 4.0 0.806427 2.04177
0.0 4.0 0.703587 2.03636
0.0 4.0 0.367603 2.04138
0.0 4.0 0.356478 2.03779
0.0 4.0 0.353775 2.03471
0.0 4.0 0.719915 2.04172
0.0 4.0 0.356748 2.02986
0.0 4.0 0.366677 2.04159
0.0 4.0 0.364248 2.04196
0.0 4.0 0.786816 2.03778
0.0 4.0 0.82436 2.03987
0.0 4.0 0.31856 2.03292
0.0 4.0 0.367862 2.04193
0.0 4.0 0.733719 2.02086
0.0 4.0 0.346818 2.04136
0.0 4.0 0.366062 2.03798
0.0 4.0 0.350198 2.03998
0.0 4.0 0.351577 2.04197
0.0 4.0 0.347322 2.02712
0.0 4.0 0.78284 2.04097
0.0 4.0 0.354424 2.02155
0.0 4.0 0.362375 2.01901
0.0 4.0 0.804012 2.03291
0.0 4.0 0.896418 2.04038
0.0 4.0 0.804991 2.03848
0.0 4.0 0.34826 2.04184
0.0 4.0 0.36516 2.04081
