0.0 1.0 0.0607083 -0.0
0.0 1.0 0.0714708 -0.0
0.0 1.0 0.0631531 -0.0
0.0 1.0 0.11502 -0.00739604
0.0 1.0 0.0769399 -0.0
0.0 1.0 0.111906 -0.00739604
0.0 1.0 0.0693124 -0.0
0.0 1.0 0.119026 -0.00739604
0.0 1.0 0.0628794 -0.0
0.0 1.0 0.0611428 -0.0
0.0 1.0 0.112371 -0.00739604
0.0 1.0 0.114368 -0.00739604
0.0 1.0 0.0619838 -0.0
0.0 1.0 0.116632 -0.00739604
0.0 1.0 0.066409 -0.0
0.0 1.0 0.115386 -0.00739604
0.0 1.0 0.071258 -0.0
0.0 1.0 0.0670903 -0.0
0.0 1.0 0.119334 -0.00739604
0.0 1.0 0.0638732 -0.0
0.0 1.0 0.117277 -0.00739604
0.0 1.0 0.0684007 -0.0
0.0 1.0 0.115406 -0.00739604
0.0 1.0 0.118703 -0.00739604
0.0 1.0 0.0822197 -0.0
0.0 1.0 0.121104 -0.00739604
0.0 1.0 0.0672019 -0.0
0.0 1.0 0.0712129 -0.0
0.0 1.0 0.0634593 -0.0
0.0 1.0 0.113326 -0.00739604
0.0 1.0 0.067672 -0.0
0.0 1.0 0.0664864 -0.0
0.0 1.0 0.121687 -0.00739604
0.0 1.0 0.0640516 -0.0
0.0 1.0 0.066387 -0.0
0.0 1.0 0.0911145 -0.0
0.0 1.0 0.0766685 -0.0
0.0 1.0 0.0618948 -0.0
0.0 1.0 0.063451 -0.0
0.0 1.0 0.0687354 -0.0
0.0 1.0 0.113101 -0.00739604
0.0 1.0 0.121044 -0.00739604
0.0 1.0 0.0725843 -0.0
0.0 1.0 0.114118 -0.00739604
0.0 1.0 0.121338 -0.00739604
0.0 1.0 0.0686289 -0.0
0.0 1.0 0.0607918 -0.0
0.0 1.0 0.0725437 -0.0
0.0 1.0 0.120283 -0.00739604
0.0 1.0 0.0644774 -0.0
0.0 2.0 0.0372847 -0.0
0.0 2.0 0.0401641 -0.0
0.0 2.0 0.0662471 -0.00739604
0.0 2.0 0.0385292 -0.0
0.0 2.0 0.0416351 -0.0
0.0 2.0 0.058441 -0.00739604
0.0 2.0 0.0594736 -0.0
